path,label,split,source,language,generation_type,channel_type,codec,original_recording_id,original_recording_group,segment_id,duration_sec,clipping_flag,silence_ratio,benchmark_name,notes,call_profile,norm_source
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_D_0014694_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0014694,asvspoof_pa_spk_PA_0073,2987,2.98,1,0.376,,env=bab attack=AC,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0014694.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_D_0014694_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0014694,asvspoof_pa_spk_PA_0073,2987,2.98,1,0.376,,env=bab attack=AC,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0014694.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0007608_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0007608,asvspoof_pa_spk_PA_0088,3917,2.1,,,,env=aab attack=AB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0007608.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0007608_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0007608,asvspoof_pa_spk_PA_0088,3917,2.1,,,,env=aab attack=AB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0007608.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_D_0011145_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0011145,asvspoof_pa_spk_PA_0075,3753,3.59,,,,env=aca attack=AB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0011145.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_D_0011145_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0011145,asvspoof_pa_spk_PA_0075,3753,3.59,,,,env=aca attack=AB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0011145.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0026421_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0026421,asvspoof_pa_spk_PA_0080,2148,2.56,,,,env=bac attack=CB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0026421.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0026421_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0026421,asvspoof_pa_spk_PA_0080,2148,2.56,,,,env=bac attack=CB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0026421.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0024303_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0024303,asvspoof_pa_spk_PA_0082,2913,2.66,,,,env=bab attack=BB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0024303.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0024303_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0024303,asvspoof_pa_spk_PA_0082,2913,2.66,,,,env=bab attack=BB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0024303.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0009902_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0009902,asvspoof_pa_spk_PA_0088,3781,1.94,1,0.306,,env=aac attack=BC,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0009902.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0009902_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0009902,asvspoof_pa_spk_PA_0088,3781,1.94,1,0.306,,env=aac attack=BC,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0009902.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_D_0005708_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0005708,asvspoof_pa_spk_PA_0074,2345,1.38,,,,env=aaa attack=AB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0005708.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_D_0005708_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0005708,asvspoof_pa_spk_PA_0074,2345,1.38,,,,env=aaa attack=AB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0005708.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_D_0006906_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0006906,asvspoof_pa_spk_PA_0069,2460,1.9,1,0.4295,,env=aab attack=BC,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0006906.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_D_0006906_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0006906,asvspoof_pa_spk_PA_0069,2460,1.9,1,0.4295,,env=aab attack=BC,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0006906.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0010756_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0010756,asvspoof_pa_spk_PA_0095,2975,1.68,1,0.2,,env=aac attack=CC,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0010756.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0010756_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0010756,asvspoof_pa_spk_PA_0095,2975,1.68,1,0.2,,env=aac attack=CC,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0010756.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0036141_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0036141,asvspoof_pa_spk_PA_0080,2910,2.36,,,,env=bcc attack=AB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0036141.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0036141_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0036141,asvspoof_pa_spk_PA_0080,2910,2.36,,,,env=bcc attack=AB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0036141.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0053727_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0053727,asvspoof_pa_spk_PA_0098,3486,1.94,,,,env=ccc attack=CB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0053727.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0053727_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0053727,asvspoof_pa_spk_PA_0098,3486,1.94,,,,env=ccc attack=CB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0053727.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_D_0019573_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0019573,asvspoof_pa_spk_PA_0075,3418,3.42,,,,env=bca attack=BC,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0019573.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_D_0019573_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0019573,asvspoof_pa_spk_PA_0075,3418,3.42,,,,env=bca attack=BC,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0019573.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0040442_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0040442,asvspoof_pa_spk_PA_0086,2707,2.0,,,,env=cab attack=BA,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0040442.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0040442_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0040442,asvspoof_pa_spk_PA_0086,2707,2.0,,,,env=cab attack=BA,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0040442.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0025054_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0025054,asvspoof_pa_spk_PA_0084,2652,2.68,1,0.5277,,env=bab attack=CC,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0025054.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0025054_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0025054,asvspoof_pa_spk_PA_0084,2652,2.68,1,0.5277,,env=bab attack=CC,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0025054.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0028898_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0028898,asvspoof_pa_spk_PA_0086,3523,3.32,1,0.2097,,env=bbb attack=AA,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0028898.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0028898_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0028898,asvspoof_pa_spk_PA_0086,3523,3.32,1,0.2097,,env=bbb attack=AA,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0028898.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_D_0027057_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0027057,asvspoof_pa_spk_PA_0071,3629,2.55,,,,env=cca attack=AA,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0027057.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_D_0027057_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0027057,asvspoof_pa_spk_PA_0071,3629,2.55,,,,env=cca attack=AA,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0027057.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0009382_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0009382,asvspoof_pa_spk_PA_0098,3844,2.15,,,,env=aac attack=AC,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0009382.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0009382_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0009382,asvspoof_pa_spk_PA_0098,3844,2.15,,,,env=aac attack=AC,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0009382.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0021669_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0021669,asvspoof_pa_spk_PA_0082,3691,2.51,,,,env=baa attack=AA,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0021669.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0021669_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0021669,asvspoof_pa_spk_PA_0082,3691,2.51,,,,env=baa attack=AA,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0021669.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0014154_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0014154,asvspoof_pa_spk_PA_0082,2064,3.55,1,0.2537,,env=abb attack=CB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0014154.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0014154_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0014154,asvspoof_pa_spk_PA_0082,2064,3.55,1,0.2537,,env=abb attack=CB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0014154.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_D_0014404_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0014404,asvspoof_pa_spk_PA_0069,2862,1.92,1,0.3703,,env=bab attack=AA,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0014404.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_D_0014404_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0014404,asvspoof_pa_spk_PA_0069,2862,1.92,1,0.3703,,env=bab attack=AA,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0014404.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_D_0013227_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0013227,asvspoof_pa_spk_PA_0069,3498,3.07,,,,env=acc attack=CB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0013227.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_D_0013227_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0013227,asvspoof_pa_spk_PA_0069,3498,3.07,,,,env=acc attack=CB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0013227.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_D_0024409_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0024409,asvspoof_pa_spk_PA_0074,2133,2.36,1,0.3804,,env=cba attack=AA,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0024409.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_D_0024409_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0024409,asvspoof_pa_spk_PA_0074,2133,2.36,1,0.3804,,env=cba attack=AA,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0024409.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0046992_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0046992,asvspoof_pa_spk_PA_0091,2362,2.69,,,,env=cbc attack=AB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0046992.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0046992_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0046992,asvspoof_pa_spk_PA_0091,2362,2.69,,,,env=cbc attack=AB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0046992.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0049312_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0049312,asvspoof_pa_spk_PA_0093,2812,1.63,1,0.5544,,env=cca attack=AB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0049312.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0049312_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0049312,asvspoof_pa_spk_PA_0093,2812,1.63,1,0.5544,,env=cca attack=AB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0049312.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0023776_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0023776,asvspoof_pa_spk_PA_0090,2036,3.91,,,,env=bab attack=AB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0023776.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0023776_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0023776,asvspoof_pa_spk_PA_0090,2036,3.91,,,,env=bab attack=AB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0023776.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0040943_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0040943,asvspoof_pa_spk_PA_0088,3848,4.864,1,0.217,,env=cab attack=CA,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0040943.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0040943_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0040943,asvspoof_pa_spk_PA_0088,3848,4.864,1,0.217,,env=cab attack=CA,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0040943.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0019116_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0019116,asvspoof_pa_spk_PA_0091,3518,2.46,1,0.3324,,env=acb attack=BB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0019116.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0019116_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0019116,asvspoof_pa_spk_PA_0091,3518,2.46,1,0.3324,,env=acb attack=BB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0019116.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0039772_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0039772,asvspoof_pa_spk_PA_0092,3445,3.22,1,0.32,,env=cab attack=AA,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0039772.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0039772_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0039772,asvspoof_pa_spk_PA_0092,3445,3.22,1,0.32,,env=cab attack=AA,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0039772.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_D_0010130_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0010130,asvspoof_pa_spk_PA_0069,2041,4.09,1,0.2976,,env=abc attack=BA,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0010130.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_D_0010130_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_D_0010130,asvspoof_pa_spk_PA_0069,2041,4.09,1,0.2976,,env=abc attack=BA,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_dev/flac/PA_D_0010130.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0023561_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0023561,asvspoof_pa_spk_PA_0092,3882,1.46,1,0.3323,,env=bab attack=AA,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0023561.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0023561_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0023561,asvspoof_pa_spk_PA_0092,3882,1.46,1,0.3323,,env=bab attack=AA,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0023561.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0045400_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0045400,asvspoof_pa_spk_PA_0091,3816,2.07,,,,env=cbb attack=AB,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0045400.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0045400_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0045400,asvspoof_pa_spk_PA_0091,3816,2.07,,,,env=cbb attack=AB,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0045400.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0021431_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0021431,asvspoof_pa_spk_PA_0086,2311,2.03,,,,env=acc attack=CC,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0021431.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0021431_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0021431,asvspoof_pa_spk_PA_0086,2311,2.03,,,,env=acc attack=CC,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0021431.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/narrowband_g711/train/fake/PA_T_0045184_g711.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0045184,asvspoof_pa_spk_PA_0093,3641,1.13,1,0.5532,,env=cbb attack=AA,narrowband_g711,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0045184.flac
/workspace/deepfake-voice-fraud-dedection/data/call_normalized_v4/wideband_opus/train/fake/PA_T_0045184_opus.wav,fake,train,asvspoof_pa,en,tts_replayed_physical,replayed,wav_pcm_norm,asvspoof_pa_PA_T_0045184,asvspoof_pa_spk_PA_0093,3641,1.13,1,0.5532,,env=cbb attack=AA,wideband_opus,data/asvspoof_pa/PA/ASVspoof2019_PA_train/flac/PA_T_0045184.flac
